,Event Date,Event Type,Event Comment,County,Location,Tenant City,Tenant State,Tenant ZIP Code,Case Type,Case Number,Evicted Date,Event Year,Eviction Year
334193,2024-09-02,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Dundalk,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20104-040,,2024.0,
334194,2024-09-02,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,DUNDALK,MD,21222.0,Failure to Pay Rent,D-085-LT-24-002047,,2024.0,
334195,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-003,,2024.0,
334196,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-006,,2024.0,
334197,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-010,,2024.0,
334198,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-008,,2024.0,
334199,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-013,,2024.0,
334200,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-021,,2024.0,
334201,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-025,,2024.0,
334202,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-017,,2024.0,
334203,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-026,,2024.0,
334204,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-033,,2024.0,
334205,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-031,,2024.0,
334206,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-041,,2024.0,
334207,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-044,,2024.0,
334208,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-039,,2024.0,
334209,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-050,,2024.0,
334210,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-055,,2024.0,
334211,2024-09-02,Petition - For Warrant of Restitution Filed,OFFIT::Warrant of Restitution,Anne Arundel,Glen Burnie,Millersville,MD,21108.0,Failure to Pay Rent,D-072-LT-24-28356-042,,2024.0,
334212,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,BALTIMORE,MD,21216.0,Failure to Pay Rent,D-01-LT-24-24677-004,,2024.0,
334213,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,BALTIMORE,MD,21216.0,Failure to Pay Rent,D-01-LT-24-27212-014,,2024.0,
334214,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,BALTIMORE,MD,21224.0,Failure to Pay Rent,D-01-LT-24-27212-017,,2024.0,
334215,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,BALTIMORE,MD,21215.0,Failure to Pay Rent,D-01-LT-24-27212-015,,2024.0,
334216,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,BALTIMORE,MD,21216.0,Failure to Pay Rent,D-01-LT-24-27212-021,,2024.0,
334217,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,Baltimore,MD,21216.0,Failure to Pay Rent,D-01-LT-24-27212-025,,2024.0,
334218,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,BALTIMORE,MD,21218.0,Failure to Pay Rent,D-01-LT-24-27212-022,,2024.0,
334219,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,BALTIMORE,MD,21229.0,Failure to Pay Rent,D-01-LT-24-27212-019,,2024.0,
334220,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Baltimore City,Civil,Baltimore,MD,21213.0,Failure to Pay Rent,D-01-LT-24-27212-024,,2024.0,
334221,2024-09-02,Petition - For Warrant of Restitution Filed,WoR,Baltimore City,Civil,Baltimore,MD,21216.0,Failure to Pay Rent,D-01-LT-24-27776-002,,2024.0,
334222,2024-09-02,Petition - For Warrant of Restitution Filed,WoR,Baltimore City,Civil,Baltimore,MD,21216.0,Failure to Pay Rent,D-01-LT-24-27776-009,,2024.0,
334223,2024-09-02,Petition - For Warrant of Restitution Filed,WoR,Baltimore City,Civil,Baltimore,MD,21216.0,Failure to Pay Rent,D-01-LT-24-27776-010,,2024.0,
334224,2024-09-02,Petition - For Warrant of Restitution Filed,WoR,Baltimore City,Civil,Baltimore,MD,21230.0,Failure to Pay Rent,D-01-LT-24-27776-011,,2024.0,
334225,2024-09-02,Petition - For Warrant of Restitution Filed,WoR,Baltimore City,Civil,Baltimore,MD,21223.0,Failure to Pay Rent,D-01-LT-24-27776-005,,2024.0,
334226,2024-09-02,Petition - For Warrant of Restitution Filed,WoR,Baltimore City,Civil,Baltimore,MD,21229.0,Failure to Pay Rent,D-01-LT-24-28587-011,,2024.0,
334227,2024-09-02,Petition - For Warrant of Restitution Filed,,Baltimore,Towson,PARKTON,MD,21120.0,Wrongful Detainer,D-08-CV-24-025998,,2024.0,
334228,2024-09-02,Petition - For Warrant of Restitution Filed,,Prince George's,Hyattsville,BEWYN HEIGHTS,MD,20740.0,Wrongful Detainer,D-05-CV-24-014760,,2024.0,
334229,2024-09-02,Petition - For Warrant of Restitution Filed,,Prince George's,Hyattsville,OXON HILL,MD,20745.0,Failure to Pay Rent,D-051-LT-24-000931,,2024.0,
334230,2024-09-02,Petition - For Warrant of Restitution Filed,RCFLLC::Warrant of Restitution,Prince George's,Hyattsville,SUITLAND,MD,20746.0,Failure to Pay Rent,D-05-LT-24-28016-007,,2024.0,
334231,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Anne Arundel,Glen Burnie,Pasadena,MD,21122.0,Breach of Lease,D-07-CV-24-013624,,2024.0,
334232,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,PAID,Anne Arundel,Glen Burnie,Glen Burnie,MD,21061.0,Failure to Pay Rent,D-072-LT-24-20045-005,,2024.0,
334233,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,PAID,Anne Arundel,Glen Burnie,Glen Burnie,MD,21061.0,Failure to Pay Rent,D-072-LT-24-20045-007,,2024.0,
334234,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,MOVED,Anne Arundel,Glen Burnie,Glen Burnie,MD,21061.0,Failure to Pay Rent,D-072-LT-24-20045-015,,2024.0,
334235,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,PAID,Anne Arundel,Glen Burnie,Glen Burnie,MD,21061.0,Failure to Pay Rent,D-072-LT-24-20045-019,,2024.0,
334236,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,MOVED,Anne Arundel,Glen Burnie,Glen Burnie,MD,21061.0,Failure to Pay Rent,D-072-LT-24-20045-023,,2024.0,
334237,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,MOVED,Anne Arundel,Glen Burnie,Glen Burnie,MD,21061.0,Failure to Pay Rent,D-072-LT-24-20045-030,,2024.0,
334238,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,MOVED,Anne Arundel,Glen Burnie,Odenton,MD,21113.0,Failure to Pay Rent,D-072-LT-24-21963-001,,2024.0,
334239,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,MOVED,Anne Arundel,Glen Burnie,Odenton,MD,21113.0,Failure to Pay Rent,D-072-LT-24-22030-001,,2024.0,
334240,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,MOVED,Anne Arundel,Glen Burnie,Odenton,MD,21113.0,Failure to Pay Rent,D-072-LT-24-24479-001,,2024.0,
334241,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,PAID,Anne Arundel,Glen Burnie,Jessup,MD,20794.0,Failure to Pay Rent,D-072-LT-24-25851-003,,2024.0,
334242,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,PAID,Anne Arundel,Glen Burnie,Jessup,MD,20794.0,Failure to Pay Rent,D-072-LT-24-25851-007,,2024.0,
334243,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,NO SHOW,Baltimore City,Civil,Baltimore,MD,21223.0,Tenant Holding Over,D-01-CV-24-011460,,2024.0,
334244,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore City,Civil,Baltimore,MD,21217.0,Wrongful Detainer,D-01-CV-24-013591,,2024.0,
334245,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-19028-010,,2024.0,
334246,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-19028-107,,2024.0,
334247,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-19028-185,,2024.0,
334248,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-018,,2024.0,
334249,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-019,,2024.0,
334250,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-029,,2024.0,
334251,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-033,,2024.0,
334252,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-032,,2024.0,
334253,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-049,,2024.0,
334254,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-060,,2024.0,
334255,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-062,,2024.0,
334256,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-069,,2024.0,
334257,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-070,,2024.0,
334258,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-106,,2024.0,
334259,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-128,,2024.0,
334260,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-121,,2024.0,
334261,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-127,,2024.0,
334262,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-124,,2024.0,
334263,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-138,,2024.0,
334264,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-153,,2024.0,
334265,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-155,,2024.0,
334266,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-150,,2024.0,
334267,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-160,,2024.0,
334268,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-139,,2024.0,
334269,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Woodlawn,MD,21207.0,Failure to Pay Rent,D-08-LT-24-22162-169,,2024.0,
334270,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Baltimore,MD,21244.0,Failure to Pay Rent,D-08-LT-24-22745-001,,2024.0,
334271,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Baltimore,MD,21244.0,Failure to Pay Rent,D-08-LT-24-22769-012,,2024.0,
334272,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Baltimore,MD,21244.0,Failure to Pay Rent,D-08-LT-24-22769-022,,2024.0,
334273,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,Baltimore,MD,21244.0,Failure to Pay Rent,D-08-LT-24-23402-002,,2024.0,
334274,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,BALTIMORE,MD,21227.0,Failure to Pay Rent,D-08-LT-24-25049-147,,2024.0,
334275,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,BALTIMORE,MD,21227.0,Failure to Pay Rent,D-08-LT-24-25049-161,,2024.0,
334276,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,BALTIMORE,MD,21227.0,Failure to Pay Rent,D-08-LT-24-25049-156,,2024.0,
334277,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Catonsville,BALTIMORE,MD,21227.0,Failure to Pay Rent,D-08-LT-24-25049-206,,2024.0,
334278,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,ESSEX,MD,21221.0,Failure to Pay Rent,D-085-LT-24-001687,,2024.0,
334279,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,MIDDLE RIVER,MD,21220.0,Failure to Pay Rent,D-085-LT-24-001736,,2024.0,
334280,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,Baltimore,MD,21221.0,Failure to Pay Rent,D-08-LT-24-18756-039,,2024.0,
334281,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Dundalk,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20104-054,,2024.0,
334282,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Dundalk,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20104-060,,2024.0,
334283,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Dundalk,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20104-069,,2024.0,
334284,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Dundalk,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20104-081,,2024.0,
334285,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Dundalk,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20104-112,,2024.0,
334286,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Baltimore,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20212-047,,2024.0,
334287,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Baltimore,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20212-051,,2024.0,
334288,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Baltimore,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20212-070,,2024.0,
334289,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,Baltimore,MD,21222.0,Failure to Pay Rent,D-08-LT-24-20212-067,,2024.0,
334290,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Essex,BALTIMORE,MD,21221.0,Failure to Pay Rent,D-08-LT-24-20814-001,,2024.0,
334291,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Essex,MIDDLE RIVER,MD,21220.0,Failure to Pay Rent,D-085-LT-24-002117,,2024.0,
334292,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,BALTIMORE,MD,21239.0,Failure to Pay Rent,D-08-LT-24-20252-004,,2024.0,
334293,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,Pikesville,MD,21208.0,Failure to Pay Rent,D-08-LT-24-20565-001,,2024.0,
334294,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Baltimore,MD,21212.0,Failure to Pay Rent,D-08-LT-24-20806-003,,2024.0,
334295,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,Towson,MD,21204.0,Failure to Pay Rent,D-08-LT-24-20931-001,,2024.0,
334296,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,Towson,MD,21204.0,Failure to Pay Rent,D-08-LT-24-20931-005,,2024.0,
334297,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,TOWSON,MD,21204.0,Failure to Pay Rent,D-08-LT-24-20938-006,,2024.0,
334298,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,COCKEYSVILLE,MD,21030.0,Failure to Pay Rent,D-08-LT-24-20942-003,,2024.0,
334299,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,COCKEYSVILLE,MD,21030.0,Failure to Pay Rent,D-08-LT-24-20942-005,,2024.0,
334300,2024-09-03,Warrant of Restitution - Return of Service - Expired,,Baltimore,Towson,COCKEYSVILLE,MD,21030.0,Failure to Pay Rent,D-08-LT-24-20942-001,,2024.0,
334301,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21234.0,Wrongful Detainer,D-08-CV-24-023272,,2024.0,
334302,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Towson,MD,21204.0,Failure to Pay Rent,D-08-LT-24-22122-009,,2024.0,
334303,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Towson,MD,21204.0,Failure to Pay Rent,D-08-LT-24-22122-003,,2024.0,
334304,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,PARKVILLE,MD,21234.0,Failure to Pay Rent,D-08-LT-24-22399-001,,2024.0,
334305,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Reisterstown,MD,21136.0,Failure to Pay Rent,D-08-LT-24-22807-001,,2024.0,
334306,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,PARKVILLE,MD,21234.0,Failure to Pay Rent,D-08-LT-24-23487-004,,2024.0,
334307,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,PARKVILLE,MD,21234.0,Failure to Pay Rent,D-08-LT-24-23487-016,,2024.0,
334308,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,PARKVILLE,MD,21234.0,Failure to Pay Rent,D-08-LT-24-23487-009,,2024.0,
334309,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,PARKVILLE,MD,21234.0,Failure to Pay Rent,D-08-LT-24-23487-021,,2024.0,
334310,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,PARKVILLE,MD,21234.0,Failure to Pay Rent,D-08-LT-24-23487-017,,2024.0,
334311,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,PARKVILLE,MD,21234.0,Failure to Pay Rent,D-08-LT-24-23487-008,,2024.0,
334312,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-003,,2024.0,
334313,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-004,,2024.0,
334314,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-021,,2024.0,
334315,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-026,,2024.0,
334316,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-034,,2024.0,
334317,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-033,,2024.0,
334318,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-035,,2024.0,
334319,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-038,,2024.0,
334320,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Baltimore,MD,21286.0,Failure to Pay Rent,D-08-LT-24-24276-060,,2024.0,
334321,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,OWINGS MILLS,MD,21117.0,Failure to Pay Rent,D-08-LT-24-25155-001,,2024.0,
334322,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Reisterstown,MD,21136.0,Failure to Pay Rent,D-08-LT-24-25493-002,,2024.0,
334323,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,OWINGS MILLS,MD,21117.0,Failure to Pay Rent,D-08-LT-24-25668-001,,2024.0,
334324,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED MOVE,Baltimore,Towson,Timonium,MD,21093.0,Failure to Pay Rent,D-08-LT-24-26149-006,,2024.0,
334325,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Timonium,MD,21093.0,Failure to Pay Rent,D-08-LT-24-26149-020,,2024.0,
334326,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED MOVE,Baltimore,Towson,Timonium,MD,21093.0,Failure to Pay Rent,D-08-LT-24-26149-011,,2024.0,
334327,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Timonium,MD,21093.0,Failure to Pay Rent,D-08-LT-24-26149-026,,2024.0,
334328,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED MOVE,Baltimore,Towson,Timonium,MD,21093.0,Failure to Pay Rent,D-08-LT-24-26149-029,,2024.0,
334329,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Timonium,MD,21093.0,Failure to Pay Rent,D-08-LT-24-26149-018,,2024.0,
334330,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Baltimore,Towson,Towson,MD,21286.0,Failure to Pay Rent,D-08-LT-24-26263-003,,2024.0,
334331,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,CANCELED PAID,Baltimore,Towson,Owings Mills,MD,21117.0,Failure to Pay Rent,D-08-LT-24-27430-001,,2024.0,
334332,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,PAID,Carroll,Carroll,WESTMINSTER,MD,21157.0,Failure to Pay Rent,D-102-LT-24-000235,,2024.0,
334333,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,PAID,Carroll,Carroll,WESTMINSTER,MD,21157.0,Failure to Pay Rent,D-102-LT-24-000237,,2024.0,
334334,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,cancelled/ paid,Cecil,Cecil,Elkton,MD,21921.0,Failure to Pay Rent,D-032-LT-24-24404-002,,2024.0,
334335,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,cancelled/ paid,Cecil,Cecil,ELKTON,MD,21921.0,Failure to Pay Rent,D-032-LT-24-001133,,2024.0,
334336,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,cancelled/ paid,Cecil,Cecil,ELKTON,MD,21921.0,Failure to Pay Rent,D-032-LT-24-001134,,2024.0,
334337,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,cancelled/ paid,Cecil,Cecil,ELKTON,MD,21921.0,Failure to Pay Rent,D-032-LT-24-001135,,2024.0,
334338,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Charles,Charles,INDIAN HEAD,MD,20640.0,Failure to Pay Rent,D-042-LT-24-21131-002,,2024.0,
334339,2024-09-03,Warrant of Restitution - Return of Service - Cancelled,,Charles,Charles,Bryans Road,MD,20616.0,Failure to Pay Rent,D-042-LT-24-22844-001,,2024.0,
